image filename;Area;Mean red;StdDev red;Mode red;Min red;Max min;Perim.;Circ.;Feret;IntDen;Median red;Skew red;Kurt red;RawIntDen red;MinFeret;AR;Solidity;Mean blue;Mean green;StDev blue;StdDev green;Mode blue;Mode green;Min blue;Min green;Max blue;Max green;Median blue;Median green;Skew blue;Skew green;Kurt blue;Kurt green;Class
95-9-4-7_47_2.jpg ;201322;190.526;35.056;205;33;218;4972.203;0.102;813.173;38357069;203;-3.0;8.441;38357069;575.0;1.237;0.609;156.915;158.731;17.302;39.701;165;177;76;4;187;189;163;174;-2.578;-2.744;6.256;6.796;Neutrophil
95-8-3-2_279_2.jpg ;17954;159.011;16.216;156;124;219;529.914;0.803;181.069;2854881;156;0.953;0.498;2854881;132.841;1.397;0.971;141.896;65.064;11.678;25.727;137;47;109;27;188;157;139;57;1.026;1.214;0.672;0.801;Neutrophil
95-8-12-6_10_1.jpg ;22216;123.256;31.357;96;84;229;568.056;0.865;175.171;2738258;111;0.976;-0.143;2738258;164.0;1.039;0.986;104.705;36.546;21.883;38.265;85;12;77;2;199;166;97;17;1.124;1.433;0.357;0.763;Lymphocyte
95-8-10-1_844_1.jpg ;38474;153.539;38.846;194;81;231;743.394;0.875;237.169;5907273;166;-0.351;-1.346;5907273;214.0;1.09;0.991;114.187;72.199;21.134;45.217;83;10;66;2;180;166;116;83;-0.029;-0.137;-1.158;-1.455;Neutrophil
95-9-4-1_51_1.jpg ;46425;151.077;49.912;193;48;217;819.294;0.869;258.136;7013765;175;-0.777;-1.035;7013765;229.595;1.11;0.99;137.648;91.026;22.237;50.716;150;11;83;1;190;176;144;113;-0.471;-0.595;-0.969;-1.248;Neutrophil
95-8-12-2_79_2.jpg ;52037;149.966;42.315;176;59;221;860.791;0.883;275.427;7803763;167;-0.732;-0.946;7803763;239.706;1.148;0.991;130.047;87.689;21.053;48.328;144;11;69;1;183;178;135;105;-0.402;-0.552;-0.978;-1.122;Neutrophil
95-7-24-2_319_2.jpg ;43164;166.304;32.632;188;87;230;796.063;0.856;255.83;7178346;178;-0.683;-0.697;7178346;222.382;1.109;0.988;136.851;86.918;14.87;43.253;142;113;101;6;182;178;137;100;0.108;-0.327;-0.576;-1.096;Neutrophil
95-8-1-1_426_1.jpg ;11470;94.038;31.128;74;51;197;435.546;0.76;155.081;1078619;83;1.212;0.589;1078619;98.227;1.645;0.967;103.795;28.191;15.556;28.539;95;9;81;0;167;140;99;15;1.234;1.599;1.0;1.525;Neutrophil
95-8-24-2_115_1.jpg ;51425;164.117;36.399;186;77;228;846.891;0.901;264.151;8439713;179;-0.66;-1.024;8439713;248.194;1.046;0.992;115.996;75.719;18.397;43.862;126;12;66;0;166;161;120;91;-0.256;-0.383;-0.929;-1.241;Neutrophil
95-8-8-1_57_3.jpg ;23544;119.303;59.866;160;12;209;636.299;0.731;227.772;2808860;152;-0.633;-1.267;2808860;155.902;1.49;0.935;125.323;74.895;25.289;49.581;138;4;68;0;182;163;135;100;-0.556;-0.445;-0.975;-1.461;Neutrophil
95-5-10-1_49_2.jpg ;32113;115.105;61.829;28;17;222;680.825;0.871;223.043;3696358;140;-0.256;-1.524;3696358;186.4;1.174;0.99;123.65;66.49;32.736;48.255;75;9;69;2;197;191;132;74;-0.152;0.218;-1.348;-1.148;Neutrophil
95-5-10-1_749_2.jpg ;34219;151.929;50.779;206;64;232;767.838;0.729;245.024;5198867;152;-0.09;-1.624;5198867;188.204;1.267;0.946;137.109;76.921;27.859;57.04;170;13;86;0;191;179;138;73;-0.018;0.073;-1.595;-1.712;Neutrophil
95-8-10-1_1077_2.jpg ;42800;164.955;35.026;194;78;231;855.862;0.734;272.265;7060063;176;-0.489;-1.008;7060063;219.733;1.227;0.93;140.202;88.07;16.822;45.231;149;108;91;6;190;185;140;102;0.049;-0.299;-0.816;-1.236;Neutrophil
95-8-8-3_178_2.jpg ;23513;129.413;24.305;120;82;219;581.671;0.873;192.938;3042894;123;1.206;1.457;3042894;157.328;1.235;0.989;120.982;40.474;13.723;31.446;117;25;98;9;179;176;117;27;1.265;1.938;1.543;3.265;Lymphocyte
95-9-4-7_34_1.jpg ;184156;200.689;30.926;213;40;228;5022.117;0.092;813.173;36958116;213;-2.842;8.185;36958116;575.0;1.077;0.557;164.37;167.7;18.323;38.988;173;184;77;0;197;198;171;184;-2.317;-2.466;5.029;5.202;Neutrophil
95-8-3-1_469_1.jpg ;27432;162.336;36.422;212;87;225;638.139;0.847;203.944;4453193;157;0.081;-1.582;4453193;170.077;1.192;0.983;132.539;83.906;25.152;60.898;107;20;83;9;179;182;125;59;0.181;0.276;-1.647;-1.676;Lymphocyte
95-8-22-3_89_3.jpg ;38257;154.901;38.314;177;73;219;737.938;0.883;246.733;5926042;169;-0.446;-1.189;5926042;208.597;1.18;0.991;132.498;73.751;19.877;43.447;103;14;79;5;183;167;135;79;-0.118;0.005;-1.092;-1.272;Neutrophil
95-8-24-1_104_4.jpg ;120155;217.915;34.062;234;72;254;5221.404;0.055;813.173;26183605;232;-2.524;5.652;26183605;575.0;1.183;0.363;158.514;160.743;22.048;49.031;170;189;76;0;188;200;168;183;-2.055;-2.09;3.401;3.233;Neutrophil
95-8-24-1_239_1.jpg ;37118;163.096;36.119;196;92;227;774.323;0.778;242.539;6053800;178;-0.381;-1.467;6053800;193.167;1.265;0.97;117.543;73.832;21.768;46.654;89;13;72;0;177;163;122;90;-0.105;-0.181;-1.196;-1.487;Neutrophil
95-8-12-6_37_2.jpg ;10788;117.989;29.83;92;79;218;408.659;0.812;137.615;1272860;108;1.103;0.391;1272860;105.681;1.295;0.951;101.841;25.849;15.693;26.901;90;9;72;3;166;144;98;15;1.322;2.141;1.509;4.003;Neutrophil
95-8-10-1_109_1.jpg ;38799;170.314;39.026;199;82;248;751.737;0.863;239.232;6608005;189;-0.531;-1.133;6608005;213.355;1.073;0.988;144.844;97.808;17.924;55.553;159;152;96;4;198;197;149;124;-0.286;-0.296;-0.838;-1.58;Neutrophil
95-8-8-1_456_1.jpg ;43963;145.603;49.488;190;54;224;789.678;0.886;247.111;6401133;172;-0.455;-1.47;6401133;224.32;1.052;0.989;125.12;81.927;24.075;51.8;93;10;66;2;190;165;133;109;-0.256;-0.343;-1.287;-1.585;Neutrophil
95-8-8-2_441_1.jpg ;19181;112.345;38.354;80;52;209;522.115;0.884;169.009;2154892;97;0.717;-0.782;2154892;146.067;1.147;0.987;121.812;47.503;21.143;43.968;109;14;86;6;177;165;113;22;0.664;1.049;-0.89;-0.433;Lymphocyte
95-8-10-1_440_1.jpg ;36806;165.548;34.651;190;67;237;732.666;0.862;246.641;6093174;181;-0.566;-0.942;6093174;197.283;1.245;0.986;131.769;83.837;15.565;44.323;136;112;88;5;184;181;134;101;-0.075;-0.276;-0.602;-1.306;Neutrophil
95-5-10-1_167_1.jpg ;31962;160.257;64.611;208;32;246;709.352;0.798;215.244;5122120;197;-0.622;-1.236;5122120;201.08;1.042;0.96;128.169;86.697;22.47;55.101;144;7;80;0;177;179;136;113;-0.4;-0.344;-1.062;-1.457;Neutrophil
95-8-8-2_316_2.jpg ;37020;166.636;13.239;162;128;223;784.323;0.756;270.44;6168875;165;0.745;0.673;6168875;190.359;1.375;0.951;131.312;55.239;11.247;24.107;125;40;96;10;183;164;130;48;0.712;1.504;0.752;2.024;Monocyte
95-8-3-1_433_1.jpg ;48037;154.46;45.721;188;50;217;824.708;0.888;256.049;7419779;177;-0.815;-0.887;7419779;244.083;1.007;0.99;128.164;90.965;21.919;50.81;142;119;62;0;173;174;135;114;-0.53;-0.557;-0.93;-1.228;Neutrophil
95-8-27-1_168_2.jpg ;14130;147.293;29.102;129;105;225;480.458;0.769;184.792;2081251;138;0.684;-0.672;2081251;107.139;1.67;0.971;119.843;48.288;17.88;41.358;106;17;94;8;188;172;114;29;1.191;1.189;0.548;0.07;Eosinophil
95-8-17-3_225_1.jpg ;16083;171.54;11.914;165;128;212;700.666;0.412;230.152;2758871;170;0.336;0.951;2758871;156.748;1.325;0.668;131.176;107.801;9.594;18.372;122;96;111;34;167;170;129;104;0.795;0.307;0.173;1.643;Eosinophil
95-9-4-4_12_1.jpg ;157407;211.781;34.32;224;37;238;5923.695;0.056;813.173;33335826;222;-3.71;13.564;33335826;575.0;1.245;0.476;171.191;175.732;18.572;38.257;181;192;84;3;194;199;178;190;-2.792;-3.291;7.657;10.499;Neutrophil
95-8-10-1_552_1.jpg ;28484;141.355;18.479;134;105;215;661.654;0.818;214.441;4026362;137;1.101;1.07;4026362;173.171;1.211;0.982;127.358;52.85;13.161;32.239;120;34;102;15;180;170;124;40;1.073;1.64;0.888;1.801;Lymphocyte
95-5-10-1_530_1.jpg ;33516;128.578;31.77;107;86;207;721.813;0.808;231.562;4309436;116;1.038;-0.42;4309436;181.712;1.264;0.965;120.336;48.892;23.319;46.52;104;17;89;6;185;158;110;25;1.045;1.248;-0.358;-0.112;Lymphocyte
95-8-10-1_696_2.jpg ;37199;130.265;39.393;149;53;219;737.637;0.859;259.977;4845741;139;-0.164;-1.038;4845741;195.724;1.335;0.988;115.473;65.019;20.114;42.141;93;7;74;0;183;169;115;71;0.378;0.11;-0.51;-1.078;Neutrophil
95-8-12-4_104_2.jpg ;120301;212.341;35.62;230;60;241;5382.891;0.052;813.173;25544833;228;-2.457;5.411;25544833;575.0;1.047;0.364;170.302;172.476;23.304;45.199;183;196;70;2;205;206;181;194;-2.064;-2.308;3.597;4.734;Neutrophil
95-8-13-4_78_1.jpg ;32680;107.986;40.022;65;50;214;681.269;0.885;220.477;3528969;95;0.517;-1.168;3528969;186.791;1.156;0.99;120.909;48.212;26.144;44.189;100;9;68;1;189;168;111;23;0.6;0.834;-1.02;-0.876;Lymphocyte
95-8-24-2_153_1.jpg ;123474;203.531;27.635;216;81;229;5800.727;0.046;813.173;25130844;214;-2.673;6.615;25130844;575.0;1.238;0.373;154.434;149.255;18.36;41.319;169;177;65;0;182;191;159;165;-1.758;-2.17;3.049;4.165;Neutrophil
95-8-13-4_121_3.jpg ;54532;147.392;49.46;188;50;230;873.578;0.898;269.78;8037583;172;-0.412;-1.478;8037583;258.0;1.028;0.991;124.917;76.265;22.543;49.628;140;12;64;0;176;175;132;98;-0.226;-0.228;-1.332;-1.586;Neutrophil
95-5-5-1_153_1.jpg ;48527;145.819;29.28;142;28;243;882.791;0.782;299.643;7076182;144;-0.089;1.769;7076182;239.308;1.219;0.981;108.19;68.668;16.482;32.105;107;58;70;10;183;182;106;63;0.965;0.973;0.976;0.641;Eosinophil
95-8-13-6_74_1.jpg ;52978;134.954;47.721;170;37;211;886.489;0.847;284.45;7149576;152;-0.644;-0.978;7149576;249.224;1.117;0.985;129.158;75.705;22.57;45.989;139;7;80;0;180;173;133;87;-0.31;-0.253;-0.954;-1.201;Neutrophil
95-8-1-1_550_1.jpg ;41102;135.43;46.085;178;46;212;797.377;0.812;268.539;5566429;154;-0.494;-1.268;5566429;199.758;1.289;0.975;130.844;77.153;20.33;47.151;104;13;89;1;181;170;134;92;-0.166;-0.259;-1.144;-1.441;Neutrophil
95-8-1-1_281_4.jpg ;21063;135.048;45.831;78;54;212;689.879;0.556;240.26;2844508;130;0.029;-1.533;2844508;141.739;1.706;0.889;128.365;65.897;22.488;50.322;102;11;84;2;184;155;126;49;0.044;0.317;-1.283;-1.542;Neutrophil
95-8-22-5_11_1.jpg ;39242;142.075;23.201;146;81;210;746.524;0.885;231.579;5575295;143;0.267;0.015;5575295;216.284;1.062;0.991;116.285;57.446;17.857;33.523;119;68;78;4;183;163;117;62;0.38;0.427;-0.161;-0.218;Eosinophil
95-5-10-1_721_1.jpg ;46245;156.188;53.262;198;33;228;813.921;0.877;257.878;7222917;185;-0.727;-1.094;7222917;235.527;1.077;0.989;139.768;93.267;26.279;54.781;160;134;79;2;202;184;151;120;-0.623;-0.528;-1.102;-1.427;Neutrophil
95-8-24-2_112_1.jpg ;38001;157.231;41.488;195;77;220;740.666;0.87;234.957;5974949;178;-0.505;-1.403;5974949;212.627;1.084;0.985;114.721;75.191;17.443;46.557;131;8;73;1;157;153;119;97;-0.381;-0.359;-1.037;-1.516;Neutrophil
95-8-24-2_139_1.jpg ;23443;143.685;20.337;138;100;236;609.169;0.794;209.824;3368398;140;1.456;2.355;3368398;148.427;1.375;0.98;104.629;33.037;15.547;28.741;100;21;67;5;184;166;101;23;1.578;2.208;2.94;4.327;Lymphocyte
95-8-8-1_495_1.jpg ;40662;148.411;53.147;190;45;222;756.021;0.894;239.008;6034689;179;-0.537;-1.404;6034689;215.613;1.09;0.991;129.022;87.344;26.183;58.022;144;7;69;0;179;175;140;118;-0.377;-0.339;-1.357;-1.611;Neutrophil
95-8-1-1_20_1.jpg ;15220;107.2;33.566;91;64;202;541.571;0.652;205.854;1631585;96;0.881;-0.286;1631585;112.711;1.824;0.96;108.515;34.654;17.173;32.737;101;11;78;1;178;152;104;19;1.142;1.469;0.693;1.125;Neutrophil
95-8-20-2_174_1.jpg ;19691;155.708;36.649;195;93;219;596.683;0.695;235.238;3066038;159;-0.099;-1.662;3066038;121.195;1.813;0.968;136.11;87.391;19.071;54.146;155;29;93;10;188;167;138;85;-0.075;-0.000141;-1.289;-1.797;Neutrophil
95-8-13-3_80_1.jpg ;196825;195.751;41.65;219;47;232;5538.149;0.081;813.173;38528621;217;-2.065;3.297;38528621;575.0;1.077;0.595;149.605;151.456;22.5;51.829;165;184;57;2;192;193;161;180;-1.472;-1.653;1.245;1.584;Neutrophil
95-8-20-4_87_1.jpg ;16680;103.227;35.276;78;64;217;492.517;0.864;166.508;1721819;86;1.233;0.323;1721819;133.27;1.237;0.987;128.315;43.088;19.473;41.063;117;16;95;8;189;175;121;22;0.932;1.442;-0.189;0.755;Lymphocyte
95-5-10-1_177_4.jpg ;27285;83.223;41.166;54;35;250;620.399;0.891;193.041;2270734;69;1.845;2.99;2270734;181.32;1.036;0.989;103.236;34.53;25.764;36.898;84;10;72;1;220;199;94;22;1.58;2.244;2.014;4.573;Eosinophil
95-8-3-2_353_1.jpg ;24008;166.602;26.384;188;112;209;716.156;0.588;265.092;3999781;178;-0.5;-1.3;3999781;122.0;2.21;0.932;145.618;103.025;10.609;44.781;152;142;110;22;187;171;147;127;-0.126;-0.443;-0.583;-1.51;Neutrophil
95-5-10-1_990_1.jpg ;32721;130.212;54.882;177;20;208;718.583;0.796;221.07;4260675;161;-0.613;-1.277;4260675;201.804;1.06;0.973;120.588;71.179;21.693;44.063;142;9;73;1;165;155;129;92;-0.416;-0.381;-1.256;-1.493;Neutrophil
95-8-13-6_33_1.jpg ;197198;187.643;42.356;204;24;229;4667.382;0.114;813.173;37002827;204;-2.276;4.554;37002827;575.0;1.086;0.596;166.536;162.909;25.126;52.381;182;194;69;0;206;202;178;190;-1.86;-1.798;2.625;2.156;Neutrophil
95-7-24-2_307_1.jpg ;35669;137.407;43.811;74;50;205;713.311;0.881;234.361;4901156;155;-0.449;-1.335;4901156;193.745;1.209;0.99;137.35;83.607;17.653;51.112;113;12;91;1;188;174;140;100;-0.078;-0.219;-1.019;-1.488;Neutrophil
95-8-20-3_99_1.jpg ;158833;217.438;18.263;227;91;238;6438.479;0.048;813.173;34536348;225;-2.781;9.308;34536348;575.0;1.067;0.48;169.485;177.627;12.661;25.49;177;191;93;9;205;201;173;188;-1.913;-2.705;3.847;8.875;Neutrophil
95-8-8-1_518_2.jpg ;44228;140.209;48.534;196;64;209;808.406;0.85;268.68;6201177;140;-0.054;-1.737;6201177;204.824;1.303;0.989;120.56;74.812;26.609;57.483;151;11;75;2;168;163;125;66;-0.14;0.078;-1.594;-1.798;Lymphocyte
95-8-8-2_94_1.jpg ;22298;135.619;26.116;137;68;221;658.056;0.647;222.284;3024024;135;0.429;0.204;3024024;150.524;1.656;0.881;125.001;45.094;14.631;33.126;127;25;93;6;196;175;123;34;1.174;1.793;2.034;2.79;Lymphocyte
20190527_111539_0.jpg ;80511;139.118;22.483;128;51;216;1084.933;0.86;348.518;11200541;134;0.488;-0.156;11200541;298.664;1.126;0.992;139.241;77.19;13.468;27.146;135;62;80;20;190;178;138;69;0.342;0.94;0.192;0.335;Basophil
95-8-24-1_59_2.jpg ;46107;159.811;38.789;186;82;236;818.632;0.865;286.4;7368386;175;-0.405;-1.284;7368386;217.0;1.277;0.989;117.105;64.574;23.583;40.915;130;12;51;0;180;171;121;76;-0.109;-0.049;-1.021;-1.208;Neutrophil
95-8-8-1_188_1.jpg ;35325;137.862;29.509;112;92;222;707.955;0.886;221.635;4869978;126;0.663;-0.882;4869978;199.0;1.072;0.989;115.062;46.018;22.732;43.896;98;11;77;0;179;177;106;22;0.627;0.89;-0.978;-0.678;Monocyte
95-8-3-1_50_1.jpg ;26178;140.248;23.472;133;96;218;621.227;0.852;197.101;3671418;134;0.713;-0.232;3671418;170.243;1.115;0.98;124.033;50.037;16.229;39.287;116;26;95;6;174;179;120;32;0.897;1.398;0.026;0.798;Lymphocyte
95-8-12-2_87_1.jpg ;15003;147.292;20.059;129;104;213;508.801;0.728;168.582;2209816;142;0.934;0.178;2209816;132.508;1.268;0.914;125.191;51.18;11.91;31.323;116;24;102;12;174;154;122;38;1.058;1.241;0.749;0.621;Monocyte
95-8-3-1_199_3.jpg ;39051;148.945;46.7;183;46;213;748.524;0.876;235.185;5816465;174;-0.49;-1.367;5816465;217.467;1.054;0.99;127.738;84.33;22.255;52.872;140;11;77;0;177;169;135;109;-0.315;-0.276;-1.272;-1.594;Neutrophil
95-9-4-4_17_1.jpg ;25676;119.904;53.231;162;31;213;626.299;0.823;204.475;3078646;141;-0.307;-1.495;3078646;166.685;1.115;0.97;117.916;66.086;24.178;47.045;138;8;68;0;187;174;122;75;-0.081;0.065;-0.964;-1.349;Neutrophil
95-8-3-1_598_1.jpg ;34125;143.015;53.328;186;33;230;695.453;0.887;218.358;4880402;168;-0.567;-1.202;4880402;201.03;1.058;0.991;131.908;81.408;23.129;51.781;152;11;75;0;186;179;139;102;-0.334;-0.268;-1.253;-1.485;Neutrophil
95-8-3-1_675_1.jpg ;47885;161.755;44.512;191;48;226;828.85;0.876;252.634;7745633;181;-0.934;-0.536;7745633;242.523;1.022;0.99;141.215;97.407;19.381;50.293;153;123;92;0;183;183;146;117;-0.541;-0.638;-0.774;-1.077;Neutrophil
95-8-10-1_1232_1.jpg ;25290;141.486;36.463;108;75;230;601.955;0.877;194.795;3578177;130;0.278;-1.349;3578177;169.168;1.152;0.988;126.831;59.851;23.564;52.661;106;11;86;3;185;189;119;29;0.299;0.666;-1.367;-1.177;Lymphocyte
95-8-8-1_149_1.jpg ;33170;112.048;53.999;44;23;206;680.725;0.9;214.238;3716627;129;-0.163;-1.641;3716627;201.662;1.047;0.989;113.979;56.352;23.538;46.616;82;2;65;0;185;157;117;63;0.033;0.085;-1.222;-1.582;Neutrophil
95-5-11-1_3_1.jpg ;25098;76.225;31.729;58;36;183;761.595;0.544;243.417;1913091;63;1.066;-0.065;1913091;157.458;1.818;0.786;95.854;37.264;14.372;26.646;86;19;72;11;160;137;90;23;1.015;1.438;0.298;0.898;Neutrophil
95-8-27-1_172_2.jpg ;33351;170.945;19.89;174;115;227;861.117;0.565;280.492;5701198;172;-0.085;-0.33;5701198;173.211;1.956;0.81;131.399;93.909;13.485;41.987;128;111;97;9;181;184;130;109;0.454;-0.671;0.039;-0.809;Eosinophil
95-8-3-2_207_3.jpg ;61991;176.965;25.43;191;102;227;956.507;0.851;310.427;10970255;185;-0.653;-0.767;10970255;264.44;1.139;0.984;144.448;109.17;14.031;41.417;156;133;95;21;183;184;146;124;-0.237;-0.614;-0.696;-0.944;Neutrophil
95-5-11-1_261_1.jpg ;11345;116.255;21.649;101;78;205;426.375;0.784;157.851;1318913;110;1.567;1.888;1318913;101.0;1.586;0.975;123.182;43.432;12.748;25.574;120;28;100;17;192;156;119;32;1.7;1.848;2.785;2.571;Neutrophil
95-8-8-3_20_1.jpg ;163103;216.708;24.187;231;58;240;6110.271;0.055;813.173;35345784;228;-2.933;11.243;35345784;575.0;1.138;0.493;173.711;178.261;14.693;30.594;181;195;89;4;201;206;179;193;-1.905;-2.483;4.275;7.844;Neutrophil
95-8-13-2_17_2.jpg ;72235;154.011;46.197;195;63;216;1022.188;0.869;322.518;11124961;177;-0.652;-1.24;11124961;291.813;1.086;0.99;142.09;101.619;25.16;59.385;162;12;85;1;187;189;151;130;-0.534;-0.529;-1.073;-1.404;Neutrophil
95-8-3-1_510_1.jpg ;44802;160.321;51.03;195;42;225;805.578;0.868;256.223;7182696;186;-0.973;-0.605;7182696;228.269;1.124;0.989;138.125;100.817;21.337;53.363;150;133;85;4;181;182;144;126;-0.655;-0.72;-0.684;-1.093;Neutrophil
95-8-8-1_58_3.jpg ;36569;128.754;51.347;175;31;215;721.411;0.883;232.957;4708417;152;-0.351;-1.426;4708417;198.768;1.156;0.991;114.843;66.844;25.923;49.796;134;1;64;0;172;161;124;85;-0.209;-0.13;-1.306;-1.581;Neutrophil
95-8-3-2_470_1.jpg ;30706;163.497;15.024;159;134;218;676.583;0.843;227.607;5020330;160;0.954;0.408;5020330;179.423;1.279;0.986;136.327;63.281;11.994;28.962;130;41;112;25;183;165;134;54;0.87;1.498;0.483;1.484;Lymphocyte
95-8-8-3_29_1.jpg ;31001;119.277;43.268;157;39;202;732.181;0.727;221.551;3697713;123;-0.101;-1.421;3697713;186.3;1.195;0.943;115.096;54.766;20.266;40.741;95;11;72;0;191;158;114;49;0.214;0.221;-0.913;-1.476;Neutrophil
95-8-10-1_447_1.jpg ;14365;103.863;35.273;82;63;218;449.588;0.893;149.345;1491986;88;1.1;0.067;1491986;125.318;1.175;0.987;129.718;46.756;19.494;40.134;114;15;98;5;187;176;125;27;0.593;1.215;-0.694;0.24;Lymphocyte
95-8-12-4_58_3.jpg ;30342;139.984;26.751;123;91;233;658.784;0.879;209.48;4247400;129;0.763;-0.701;4247400;189.0;1.088;0.985;119.942;51.979;20.382;44.362;106;19;76;6;183;167;112;28;0.701;0.926;-0.816;-0.849;Lymphocyte
95-8-8-2_134_1.jpg ;136275;211.261;39.516;236;72;250;4901.462;0.071;813.173;28789574;232;-1.751;2.288;28789574;575.0;1.048;0.412;169.566;163.351;23.111;55.705;189;204;94;5;204;214;180;195;-1.141;-1.411;0.29;0.943;Neutrophil
95-5-4-1_404_1.jpg ;30036;161.028;17.636;154;84;227;674.968;0.828;236.231;4836637;158;0.699;0.887;4836637;161.166;1.431;0.987;134.906;62.434;8.822;23.967;129;48;98;16;184;173;133;55;1.003;1.692;1.106;2.576;Lymphocyte
95-8-20-3_104_1.jpg ;55837;178.995;21.47;204;136;230;1091.159;0.589;307.695;9994545;174;0.186;-1.359;9994545;259.568;1.186;0.9;146.842;96.474;14.99;47.131;165;51;114;30;187;189;145;75;0.06;0.379;-1.192;-1.526;Monocyte
95-8-8-1_487_1.jpg ;70150;146.437;30.598;172;86;197;1030.857;0.83;323.187;10272540;159;-0.222;-1.547;10272540;289.077;1.067;0.985;148.329;94.787;18.189;53.898;161;143;108;10;190;180;154;114;-0.299;-0.108;-1.358;-1.734;Monocyte
95-5-10-1_166_1.jpg ;37747;137.988;68.484;198;14;252;765.436;0.81;250.154;5208640;173;-0.498;-1.39;5208640;199.84;1.194;0.98;138.675;86.042;27.3;56.914;163;7;71;0;219;197;145;108;-0.274;-0.265;-1.07;-1.53;Neutrophil
95-8-27-1_108_8.jpg ;21250;160.884;15.924;173;120;213;670.465;0.594;209.571;3418793;162;-0.188;-0.339;3418793;167.8;1.287;0.827;123.756;71.599;9.962;34.73;116;26;97;11;169;155;123;83;0.745;-0.066;0.727;-1.363;Eosinophil
95-8-1-1_234_2.jpg ;12363;102.927;24.65;74;68;194;432.517;0.83;148.061;1272485;97;1.203;1.095;1272485;121.407;1.141;0.969;119.188;34.237;15.367;26.269;109;18;80;4;177;134;114;24;1.215;1.618;1.09;1.948;Neutrophil
95-5-4-1_113_1.jpg ;24133;149.289;16.628;140;115;213;586.884;0.88;185.925;3602782;145;0.872;0.207;3602782;167.965;1.097;0.99;120.179;68.179;9.473;27.201;114;54;99;33;156;158;118;56;0.775;1.183;0.147;0.069;Lymphocyte
95-8-22-6_85_1.jpg ;25619;140.293;15.53;134;106;215;622.642;0.83;210.202;3594154;136;1.462;2.622;3594154;171.926;1.158;0.977;114.078;40.346;10.984;23.68;109;27;77;13;188;152;111;32;1.568;2.067;4.193;4.038;Eosinophil
95-8-20-2_124_1.jpg ;49282;158.178;24.879;147;103;217;865.862;0.826;271.28;7795348;152;0.236;-0.978;7795348;247.201;1.107;0.962;143.256;86.505;18.871;50.56;130;43;104;14;189;183;139;69;0.187;0.312;-1.18;-1.506;Lymphocyte
